Application ID,Do you own or rent?,"If you rent, does your landlord allow pets?",Does your landlord or home insurance place any breed or weight restrictions on the animals you are allowed to have?,Do you have a yard?,Do you have screens in your windows?,Are all the members of your household in agreement about adopting a dog?,Does anyone in the household have pet allergies?,"Do you live in public housing (NYCHA, projects, section 8)?","Are you at least 21 years of age and head of household? If not, you will not be approved to adopt with IOHR.",Why do you want to adopt a dog?,What energy level would work with your lifestyle?,Are your pets up to date on their vaccinations and monthly preventatives (flea/tick and heartworm)?,"Where have your current and previous animals come from? Please list the adoption agency, shelter, or breeder if applicable.",Are your current cats/dogs spayed or neutered and have your past cats/dogs been spayed or neutered?,Have you ever bred an animal,Please provide the name and phone number for your most recent or current veterinarian (even if you don't have the animals anymore). What name are the records listed under? Please note that some vets require your permission to release information to us; please call your vet now and give them permission as this will help expedite the application process!,"On a regular day, how many hours will the dog be left alone?",Where will the dog be kept?,Do you have a contingency plan to pay for unexpected emergency vet bills?,How soon do you want to adopt a pup?,"Have you ever had to give up a pet? If so, why and where did the pet go?",Have you been involved in domestic disturbances in which the police were called in your current living situation?,"If you are adopting with a partner, are you in agreement that the dog will go with one of you should you separate, and not be surrendered back to us or a shelter?","If you are a senior or have serious health conditions, do you have a contingency plan for the dog should you no longer be able to care for it? What is the plan?","Are you willing to work through unexpected hardships with your pet and hire a trainer if need be? i.e. housetraining, separation anxiety, fear, socialization, acclimation to other animals, etc"
https://ps31.petstablished.com/adoption_applications/1189968,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,No,No,Yes,"Phoenix seems perfect for me in Poughkeepsie and visiting my family in the UK. My 8-year-old nephew will enjoy interacting with friendly and relaxed dog. I have spoken to my mother about adopting a dog and she is enthusiastic and supportive. I want to provide this sweet and beautiful dog with a forever home. I have lots of love and time to give to Phoenix. My schedule is flexible, and initially, I will go home on work days and check on Phoenix.  I will leave him with a fun toy to occupy himself whilst I am at work,In Poughkeepsie, I will take him for walks twice a day (30-1hour and longer on the weekends and days off), including walks in the park, on the Hudson Walkway and in Locust Grove Estate, a beautiful 180-acre park. When I visit family n London, there are two large parks in my area, where Phoenix and I can explore and get in our daily exercise. In addition, the Welsh Harp, a 340-acre nature reserve, is a 10 min walk from my mother’s house in London.Adopting a dog will allow me to a difference. There are so many pets that are abandoned every day and adopting a dog from a shelter makes a difference. Phoenix will get another chance of being part of a loving home and this will enhance his life. For me, Phoenix will provide me with a lifelong friendship and lots of fun. ","Mellow - Short, daily walks",I do not currently have pets,"Susquehanna Animal Shelter, Oneonta, NY",Yes all of my animals are spayed/neutered,No,Community Veterinary Center 607-432-0050,4 - 8,In my apartment,Yes. I have savings in case of an emergency.,"Right away, hand that dog over!","Yes, I had a cat called Lola. I had to give her up as I was unable to travel with her to the UK in cabin over the summer. I found a loving home for Lola.",No,NA,,Yes
https://ps31.petstablished.com/adoption_applications/1187347,Own,I own my home and do not need approval from a landlord,None,"Yes, a fenced yard.",Yes,Yes,None,No,Yes,We always wanted a dog,Energetic - Running buddy,My animals are up to date on their vaccinations and receive monthly preventatives,Pet store,I don't believe in spaying/neutering,Yes,Don’t have a vet,0 - 4,Home,Yes,"Right away, hand that dog over!",No,No,Yes,Not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1187989,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes ,"Expand our little family, have a companion for our children. ",Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,Don’t have a vet but will look for one when I adopt a pet. ,0 - 4,Inside ,I have a savings account for emergency bills ,I am thinking probably in the next few days,No,No,Yes we are in agreement that the dog shall stay with the applicant ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1186620,Rent,"Yes, my landlord allows pets",,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes I’m 25,I love dogs,"Mellow - Short, daily walks",I do not currently have pets,I never had one,I don't have animals ,,Never had a dog ,0 - 4,The dog will be kept in the house because I don’t want anything to happen to the dog ,Yes I would ,I am thinking probably in the next few days,I had a pet wen I was really lil cause my mom got put out and I had gave her to my cousin ,No,I will keep her,I would give her to my boyfriend ,Not Sure
https://ps31.petstablished.com/adoption_applications/1184537,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",No,Yes,"Yes, I have cat allergies. ",No,"I am 24, and have approval from the head of my household to fill out this application on behalf of my family. My mother, Rita, can be contacted directly if you need her to confirm: 732-799-9253. ","Our family is all in agreement that we want to rescue another dog. We currently have a 8 year old Yorkie/Maltese named Gigi, who we rescued in 2011. We want another dog to love and take on family adventures. Also a  companion for Gigi. We believe that adoption is a great way to give a dog a forever loving home. ",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Hope Animal Rescue North Brunswick, NJ (I believe they are no longer in operation) ",Yes all of my animals are spayed/neutered,No. ,"People for Animals, Inc Number: 973-282-0890 Address: 401 Hillside Ave, Hillside, NJ 07205. The vet is aware that we are looking to adopt and has permission to speak with you when you call. ",0 - 4,"We plan to use a crate when we leave the house when we first get the new dog before he/she is fully trained. Once trained, the dog will have freedom to roam the house when we are away.  This is what we allow Gigi to do. The dogs crate and food will be kept in our full finished basement. The basement is where the family spends most of our free time. ","Yes, our family is very frugal with saving money and have the necessary funds if an unexpected emergency happens. ","I am uncertain, it would depend on me finding the right dog",No. ,No. ,N/a,N/a someone in my family will take care of the dog. ,Yes
https://ps31.petstablished.com/adoption_applications/1181209,Own,I own my home and do not need approval from a landlord,,I don't have a yard. ,Yes,Yes,no,No,yes,LOVE,"Mellow - Short, daily walks",I do not currently have pets,Rescue Ridge,I don't have animals ,no,Four Paws 732-536-7297,0 - 4,full run of my home,"yes, I can borrow money","I am taking my time, a few weeks is fine ","yes, back to the shelter",no,no partner,not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1180949,Rent,"Yes, my landlord allows pets",no pitbulls,I don't have a yard. ,Yes,Yes,no ,No,yes,companionship ,Active - Short walks and dog park play,I do not currently have pets,angelica cats ,Yes all of my animals are spayed/neutered,no,no vet but i will be using bath and biscuits on the UES,4 - 8,my apt ,I can dip into my savings if needed. ,"I am taking my time, a few weeks is fine ",no,no,na,,Yes
https://ps31.petstablished.com/adoption_applications/1180338,Rent,"Yes, my landlord allows pets",45 pound limit,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,This is the first time in my life I havent had a dog (for almost 3 years) and I miss it.,Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,Cat was adopted from a pound at around 6 weeks old. Doberman was from a small breeder in London.,Some of my animals are spayed/neutered,No,My daughter has that information & I will provide it when she returns from London tomorrow.,0 - 4,"On first floor of our house & outside in the backyard, weather permitting",I have sufficient funds.,"I am uncertain, it would depend on me finding the right dog","Yes, I had to leave my Doberman in London because I did not have a permanent address back in the US.",No,It will be my dog and I will keep it if the family is separated,"Yes, my daughter will keep it and my grandson will help out until he goes to college.",Yes
https://ps31.petstablished.com/adoption_applications/1179992,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,Ptsd therapy pet,Active - Short walks and dog park play,I do not currently have pets,Vet adoption ,I don't have animals ,"As a child, I lived on a farm with many animals",Bradenton Florida,0 - 4,"Inside apartment, on the furniture. Outside would be leashed at all times. ",Yes,"I am taking my time, a few weeks is fine ",No,No,NA,NA,Yes
https://ps31.petstablished.com/adoption_applications/1180231,Rent,"Yes, my landlord allows pets",Any breed is allowed.  Weight restriction states dog must be small. ,"Yes, a fenced yard.",Yes,Yes,No.,Yes,I am 24 years old and the head of my household. ,I am looking to save my future partner and family member and give both them and myself a sense of purpose and fulfillment. ,Active - Short walks and dog park play,I do not currently have pets,NA,I don't believe in spaying/neutering,No. ,NA,0 - 4,"My aunt stays at home due to medical condition, therefore the dog will not be at home alone or be unsupervised.",I do have savings that will be for taking care of unexpected problems with my future pet. ,"Right away, hand that dog over!",NO.,NO.,Adopting alone.,I am not a senior. ,Yes
https://ps31.petstablished.com/adoption_applications/1174616,Rent,"Yes, my landlord allows pets",,I don't have a yard. ,No,Yes,No,No,Yes,We're lifelong dog lovers and have just moved into a stable apartment where we can now bring a dog into our life.,Active - Short walks and dog park play,I do not currently have pets,Marie was adopted from BARC shelter in Brooklyn. ,I don't have animals ,No,I'm not sure which vet Marie's owner took her to,4 - 8,"In our apartment. At least some days during the work week, we will take the pet to the doggy day care that's 1 block from our apartment. Enrique will be able to bring the pet to work ~1 day per week as well. ",Yes,"Right away, hand that dog over!",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1175604,Rent,"Yes, my landlord allows pets",Small therapy animals are allowed ,I don't have a yard. ,Yes,Yes,No ,No,Yes,"I have a lot of love to share, and I love animals! ",Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,Never ,N/A,0 - 4,At home and at a doggy daycare when I have longer in-clinic days. ,Yes ,"Right away, hand that dog over!",No ,No! ,N/A,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1174900,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,Yes my mother,No,Yes,To bring a new family member into the house.,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,Pet co,Yes all of my animals are spayed/neutered,No,9736767789,0 - 4,In the house,Yes,"Right away, hand that dog over!",No,No,Yes,Yes,Yes
https://ps31.petstablished.com/adoption_applications/1158346,Own,,No,I don't have a yard. ,Yes,Yes,"I live alone.No",No,Yes,Companionship,"Mellow - Short, daily walks",I do not currently have pets,Humane Society,I don't have animals ,No,Plann8ng to change vet.,0 - 4,Free in apartment,Yes.,"I am uncertain, it would depend on me finding the right dog",No,No,No partner,Yes,Yes
https://ps31.petstablished.com/adoption_applications/1108209,Rent,"Yes, my landlord allows pets",small to medium size ,I don't have a yard. ,Yes,Yes,No,No,yes,"I would like to have a best friend, an ESA, & I also live alone ",Active - Short walks and dog park play,I do not currently have pets,none,I don't have animals ,no,I don’t have one currently because I don’t a pet but there is one close to my home,4 - 8,in the apartment,yes I have done research & will purchase pet health insurance,"Right away, hand that dog over!",no,no,I don’t have a partner,,Yes
https://ps31.petstablished.com/adoption_applications/1175061,Rent,"Yes, my landlord allows pets",No restrictions,"Yes, an unfenced yard.",Yes,Yes,Not at all,No,I’m 20,"Because I want be able to have a best friend who I would give lots of love,care and play time.",Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,I’ve never owned a pet so I don’t have a vet,4 - 8,Inside th house in my room or living room,"Yes, I do.","I am taking my time, a few weeks is fine ",I have never had to give up a pet.,Nope,We do agree,I’m not a senior ,Yes
